artist,biografia,playcount,oyentes
Lil Cuete,"<a href=""https://www.last.fm/music/Lil+Cuete"">Read more on Last.fm</a>",180221,35338
Cousin,"<a href=""https://www.last.fm/music/Cousin"">Read more on Last.fm</a>",119214,20448
Larva,"Hay más de un banda con el nombre ""LARVA"":

[*] 1) Una banda mexicana de Industrial/nu-metal. Fundada en el año 2000.
[*] 2) Una banda española de dark electro. Fundada en el año 2003.
[*] 3) Una banda de new-wave/punk de Croacia. 
[*] 4) Para la banda italiana LARVA revisa: LARVA 108


Biografía para Larva de España:

El proyecto nació en el 1998, de la mano de la investigación del Blackend y con el nombre de 'Morbid Mind'. 

Con un espíritu experimentador y enfocado hacia los sonidos electro-industriales <a href=""https://www.last.fm/music/Larva"">Read more on Last.fm</a>",204634,7594
Rocko y Blasty,"<a href=""https://www.last.fm/music/Rocko+y+Blasty"">Read more on Last.fm</a>",33145,6054
Bobi Bozman,"<a href=""https://www.last.fm/music/Bobi+Bozman"">Read more on Last.fm</a>",14481,954
Athrox,"<a href=""https://www.last.fm/music/Athrox"">Read more on Last.fm</a>",4298,776
Sekoria,"<a href=""https://www.last.fm/music/Sekoria"">Read more on Last.fm</a>",14942,942
Indu Sonali,"<a href=""https://www.last.fm/music/Indu+Sonali"">Read more on Last.fm</a>",4979,1466
Reda City 16,"<a href=""https://www.last.fm/music/Reda+City+16"">Read more on Last.fm</a>",549,194
E-40,"E-40 (nacido como Earl Stephens el 15 de noviembre de 1967 en Vallejo, California), también conocido como Charlie Hustle, 40 Fonzarelli, Ebonics, The Ambassador of the Bay, ""40 Belafonte"" y 40 Water, es un rapero de la Bahía de San Francisco. E-40 tiene, junto con sus familiares The Click (B-Legit, D-Shot, Suga T), un gran reconocimiento en su ciudad natal Vallejo y ciudades cercanas como Oakland, Richmond, San Francisco y San Jose. Ha lanzado regularmente varios álbumes por su propio sello discográfico Sick Wid It Records. <a href=""https://www.last.fm/music/E-40"">Read more on Last.fm</a>",6518034,572358
Lasai,"<a href=""https://www.last.fm/music/Lasai"">Read more on Last.fm</a>",24671,2697
Mehnaz,"<a href=""https://www.last.fm/music/Mehnaz"">Read more on Last.fm</a>",4260,898
Damien Jurado,"Cantautor torturado e hipersensible y emblema de Sub Pop hasta que decidió dar el salto a Secretly Canadian a principios de década, Damien Jurado se ha convertido casi sin hacer ruido en el portavoz de los relatos trágicos y las canciones que acaban mal. De ese constante transitar por lado más áspero y oscuro del folk han nacido grandes obras como “The Ghost Of David” o “And Now That I’m In Your Shadow”, discos de los que el de Seatte parece distanciarse ahora para firmar “Caught In The Trees” <a href=""https://www.last.fm/music/Damien+Jurado"">Read more on Last.fm</a>",12093081,629362
D’MASIV,"<a href=""https://www.last.fm/music/D%E2%80%99Masiv"">Read more on Last.fm</a>",764992,31530
Andy Boy,"Nacido en Carolina, Puerto Rico, el joven Carlos Andres Quiñones Alvarez es mejor conocido en la atmosfera de artistas como Andy Boy. En su corta carrera musical en el genero de el reggaeton ah sido reconocido por su talento unico. Dj negro fue uno de sus primeros mentores. Con Dj Negro participo en las producciones ""The Noise - La Biografia"" y ""The Noise Live"" donde su cancion ""Dem Bow"" fue de gran aceptacion por el publico.

Despues de eso, fue parte de el nuevo grupo a quien el llamo ""El Corillo Del Marroneo"". <a href=""https://www.last.fm/music/Andy+Boy"">Read more on Last.fm</a>",52227,15823
Picco,"<a href=""https://www.last.fm/music/Picco"">Read more on Last.fm</a>",715913,121950
Amaro,"Amaro fue una banda española de hard rock melódico que tuvo como vocalista a Joana Amaro, a la que siempre han comparado con Azuzuena, de Santa.

La historia de Joana empieza allá por el año 1987 cuando empieza a actuar por diversas salas de fiestas y locales, acompañada siempre por distintos grupos. Ella estaba decidida a triunfar, y salía siempre con muchas ganas a los escenarios para ofrecer su extraordinaria voz.

La formación del grupo con los que estuvo siempre fue cambiante <a href=""https://www.last.fm/music/AMARO"">Read more on Last.fm</a>",101106,13433
Box,"<a href=""https://www.last.fm/music/BOX"">Read more on Last.fm</a>",53282,7803
Celia Gamez,"<a href=""https://www.last.fm/music/+noredirect/Celia+Gamez"">Read more on Last.fm</a>",5593,710
Syphilic,"<a href=""https://www.last.fm/music/Syphilic"">Read more on Last.fm</a>",203744,7867
KARWAN XABATI,"<a href=""https://www.last.fm/music/KARWAN+XABATI"">Read more on Last.fm</a>",1076,233
Expectativa Zero,"Expectativa Zero se forma en abril del 2009 en Olot (Girona) con Jordi Plana (voz), Wil (guitarra), Miki (bajo), Aitor (bateria) y Jordi Roura (guitarra).
Inicialmente con un estilo cercano al punk y al oi!, debutan en la sala ATV d Sarrià de Ter el 11 de octubre del 2009, posteriormente se suceden conciertos en la provincia de Girona, haciéndose con una fiel legión de seguidores.
De forma paralela graban la primera maqueta y se presenta en Olot con gran éxito <a href=""https://www.last.fm/music/Expectativa+Zero"">Read more on Last.fm</a>",433,32
Ivan Ferreiro,"Iván Ferreiro es un artista de Vigo. Durante trece años fue el cantante y líder del grupo Los Piratas, del que también compuso la mayoría de las canciones. Su voz, peculiar y con un amplio registro, interpretó las canciones ""míticas"" de este grupo, como fueron Promesas que no valen nada, Años 80 o Mi coco.

Tras la separación de Piratas a finales del año 2003, Iván decidió no alejarse del mundo de la música, y se puso a tocar con su hermano Amaro en un pub de Vigo, llamado El Ensanche. <a href=""https://www.last.fm/music/+noredirect/Ivan+Ferreiro"">Read more on Last.fm</a>",369106,15243
Bastille,"Bastille es una banda londinense de pop alternativo. Se formó en 2010 como un proyecto en solitario de Dan Smith que más tarde decidió convertirlo en una banda compuesta por el propio Dan Smith (cantante/compositor), Chris 'Woody' Wood (bateria), Will Farquarson (bajo) y Kyle Simmons (teclados).
El nombre de la banda se debe a que el cumpleaños del lider del grupo, Dan Smith, coincide con el día de  la toma de La Bastilla.

Lanzaron su debut con Flaws y Icarus en Young & Lost Club en Junio del 2011. <a href=""https://www.last.fm/music/Bastille"">Read more on Last.fm</a>",81324726,2171221
El Barbero,"<a href=""https://www.last.fm/music/El+Barbero"">Read more on Last.fm</a>",3087,853
Mangled,"<a href=""https://www.last.fm/music/Mangled"">Read more on Last.fm</a>",27728,2404
Chunk,"<a href=""https://www.last.fm/music/Chunk"">Read more on Last.fm</a>",32526,4995
Aziatik,"<a href=""https://www.last.fm/music/Aziatik"">Read more on Last.fm</a>",5352,1158
Sons of Haze,"<a href=""https://www.last.fm/music/Sons+Of+Haze"">Read more on Last.fm</a>",318,39
Peculate,"<a href=""https://www.last.fm/music/Peculate"">Read more on Last.fm</a>",31819,1970
Johan Kim,"<a href=""https://www.last.fm/music/johan+kim"">Read more on Last.fm</a>",32737,7425
area3,"<a href=""https://www.last.fm/music/area3"">Read more on Last.fm</a>",7296,2196
Lando Fiorini,"<a href=""https://www.last.fm/music/Lando+Fiorini"">Read more on Last.fm</a>",38797,6941
Tiho Orlić,"<a href=""https://www.last.fm/music/+noredirect/Tiho+Orli%C4%87"">Read more on Last.fm</a>",6067,587
Tyrant's Kall,"<a href=""https://www.last.fm/music/Tyrant%27s+Kall"">Read more on Last.fm</a>",5824,374
Throne Of Malediction,"<a href=""https://www.last.fm/music/Throne+Of+Malediction"">Read more on Last.fm</a>",3550,397
Rezet,"<a href=""https://www.last.fm/music/Rezet"">Read more on Last.fm</a>",99587,10541
Crystal Pyramid,"<a href=""https://www.last.fm/music/Crystal+Pyramid"">Read more on Last.fm</a>",521,68
Manuel J. Bernal,"<a href=""https://www.last.fm/music/Manuel+J.+Bernal"">Read more on Last.fm</a>",652,239
Cal Smith,"<a href=""https://www.last.fm/music/Cal+Smith"">Read more on Last.fm</a>",155172,24843
Servando & Florentino,"Servando & Florentino son dos de cuatro hermanos (Servando, Florentino, Juan Simón y Sandino), hijos del popular cantor de Venezuela Alí Primera. Servando & Florentino se hicieron famosos en toda latinoamérica cuando fueron los cantantes principales de La Orquesta Salserin. En 1997 se separaron de la orquesta ya que su madre, Sol Musset, creyó que no les daban el dinero correspondiente. Ese mismo año se unieron a la discográfica de Ricardo Montaner <a href=""https://www.last.fm/music/Servando+&+Florentino"">Read more on Last.fm</a>",81335,8544
The Noise,"<a href=""https://www.last.fm/music/The+Noise"">Read more on Last.fm</a>",970443,76057
The Machinist,"<a href=""https://www.last.fm/music/The+Machinist"">Read more on Last.fm</a>",214484,15374
A Constant Storm,"<a href=""https://www.last.fm/music/A+Constant+Storm"">Read more on Last.fm</a>",3157,172
Ryan Anthony,"<a href=""https://www.last.fm/music/Ryan+Anthony"">Read more on Last.fm</a>",6473,962
Kangal,"<a href=""https://www.last.fm/music/Kangal"">Read more on Last.fm</a>",436,78
Necrokult of Kronos,"<a href=""https://www.last.fm/music/Necrokult+of+Kronos"">Read more on Last.fm</a>",2272,47
Mägo de Oz,"Mägo de Oz es un grupo proveniente de Madrid, España de música rock con influencia celta formado en mayo de 1989 por el baterísta Txus(que se pronuncia ""Chus""). El nombre resulta de añadir el llamado umlaut del heavy metal a «El Mago de Oz», novela infantil del estadounidense Lyman Frank Baum.

En el año 1.988 Txus Di fellatio, que por aquel entonces había abandonado la disciplina del Real Madrid C.F.-al que pertenecía desde 1.980-, alternaba su pasión por el fútbol con sus amoríos hacia cualquier tipo de pentagrama. <a href=""https://www.last.fm/music/+noredirect/M%C3%A4go+de+Oz"">Read more on Last.fm</a>",13274091,292783
Infected Flesh,"<a href=""https://www.last.fm/music/Infected+Flesh"">Read more on Last.fm</a>",26120,1744
Ruxe Ruxe,"son galegos y molestan a los OTROS. La información más completa sobre este y otros grupos similares o no , pero galegos, se puede leer en "" A REGUEIFA""-""
""KOMUNICANDO.NET""-  y en los enlaces de estas páginas .
Fueron ""vetados¨"" en Compostela ,en un festival, por lo visto-""se fué la luz"" -cuando tenían que tocar. 
Lograron una mayor repercusión gracias al músico y actualmente programador de RADIO GALEGA Xurxo Souto, que los dio a conocer en el programa ""ABERTO POR REFORMAS"" y de aí a otros <a href=""https://www.last.fm/music/+noredirect/Ruxe+Ruxe"">Read more on Last.fm</a>",6127,712
Schoolly D,"Jesse B. Weaver, Jr. (nacido el 22 de junio de 1966), más conocido por su nombre artístico Schoolly D, es un rapero estadounidense de Filadelfia, Pennsylvania.

Schoolly D se asoció con DJ Code Money hacia mediados de los años 1980. Sus letras reflejaban la realidad de la ciudad, la violencia y bravuconadas sexuales, haciendo de la música de Schoolly D uno de los precursores directos de lo que posteriormente se conocería como gangsta rap. Posteriormente abrazaría un estilo afrocéntrico, trabajando junto a KRS-One.1 <a href=""https://www.last.fm/music/Schoolly+D"">Read more on Last.fm</a>",373551,62219
Nagendra Ujala,"<a href=""https://www.last.fm/music/Nagendra+Ujala"">Read more on Last.fm</a>",608,43
Jawcen,"<a href=""https://www.last.fm/music/Jawcen"">Read more on Last.fm</a>",24678,343
EMC,"eMC es un grupo compuesto por Masta Ace, Wordsworth, Punchline y Stricklin. <a href=""https://www.last.fm/music/eMC"">Read more on Last.fm</a>",852635,72438
Circo de Fantoches,"<a href=""https://www.last.fm/music/Circo+de+Fantoches"">Read more on Last.fm</a>",207,31
Montse Cortés,"Montse Cortés nació en Barcelona, en 1963. Comenzó a los catorce años en el tablao barcelonés ''El Cordobés''. 

Creció en el barrio de La Mina de Sant Adrià de Besòs, empezó cantando en los tablaos barceloneses y acompañando al baile, así fue como Antonio Canales la descubrió y la incorporó a su compañía, donde permaneció cinco años antes de decidirse a grabar su primer disco en solitario Alabanza (2000), con el que fue nominado al Grammy Latinos. <a href=""https://www.last.fm/music/+noredirect/Montse+Cort%C3%A9s"">Read more on Last.fm</a>",29037,5784
Decimate,"<a href=""https://www.last.fm/music/Decimate"">Read more on Last.fm</a>",60080,5587
El Hombre Viento,"<a href=""https://www.last.fm/music/El+Hombre+Viento"">Read more on Last.fm</a>",31537,1086
Havinhell,"<a href=""https://www.last.fm/music/HavinHell"">Read more on Last.fm</a>",2750,282
As Darkness Fell,"<a href=""https://www.last.fm/music/As+Darkness+Fell"">Read more on Last.fm</a>",1172,90
Roberto Scaglioni,"<a href=""https://www.last.fm/music/Roberto+Scaglioni"">Read more on Last.fm</a>",3826,1114
CVPELLV,"<a href=""https://www.last.fm/music/CVPELLV"">Read more on Last.fm</a>",101459,19829
Anders F. Rönnblom,"<a href=""https://www.last.fm/music/+noredirect/Anders+F.+R%C3%B6nnblom"">Read more on Last.fm</a>",35194,3428
Veedel Kaztro,"<a href=""https://www.last.fm/music/Veedel+Kaztro"">Read more on Last.fm</a>",164131,12695
Seguridad Social,"Seguridad Social es una banda de rock, procedente de Valencia, España.

La banda se formó en el año 1982 como un grupo punk, tras los cinco primeros discos José Manuel Casañ es el único integrante que queda de la formación inicial. En 1991 se unieron al grupo Jesús Gabaldón y Rafa Villalba. Esta nueva época se caracterizó por la fusión de estilos musicales como el reggae, el ska y la rumba con el pop rock de la banda.


José Manuel Casaño - Voz <a href=""https://www.last.fm/music/Seguridad+Social"">Read more on Last.fm</a>",546376,78455
Lil Jay,"<a href=""https://www.last.fm/music/LiL+JaY"">Read more on Last.fm</a>",80359,5996
Are el Real,"<a href=""https://www.last.fm/music/Are+el+Real"">Read more on Last.fm</a>",696,127
Cupid's Carnival,"<a href=""https://www.last.fm/music/Cupid%27s+Carnival"">Read more on Last.fm</a>",3826,394
Kitsune Art,"<a href=""https://www.last.fm/music/Kitsune+Art"">Read more on Last.fm</a>",2243,211
Dương Triệu Vũ,"<a href=""https://www.last.fm/music/D%C6%B0%C6%A1ng+Tri%E1%BB%87u+V%C5%A9"">Read more on Last.fm</a>",3719,608
JasonMartin,"<a href=""https://www.last.fm/music/JasonMartin"">Read more on Last.fm</a>",252532,51382
Black Bomb A,"<a href=""https://www.last.fm/music/Black+Bomb+A"">Read more on Last.fm</a>",1031013,31890
Los Reactivos,"Los Reactivos son unos enamorados del power pop, del surf y del sonido Ramones. No se puede decir que sean unos novatos haciendo canciones para espíritus adolescentes (como el de su padrino Juan de Pablos), ya que coincidieron en Depressing Claim, además de las bandas en las que han estado inmersos. Luis Sánchez (bajo y voz) ha estado en Prototipes, Tommy Ramos (batería y coros) en Puñetazo, Suzy & Los Quattro y actualmente presta sus servicios a TV Smith (The Adverts) <a href=""https://www.last.fm/music/Los+Reactivos"">Read more on Last.fm</a>",28661,656
Alaza,"<a href=""https://www.last.fm/music/Alaza"">Read more on Last.fm</a>",7027,548
Israel & Rodolffo,"<a href=""https://www.last.fm/music/Israel+&+Rodolffo"">Read more on Last.fm</a>",7008607,202993
Coldness,"<a href=""https://www.last.fm/music/Coldness"">Read more on Last.fm</a>",11780,1000
GEMS CHONGTHAM,"<a href=""https://www.last.fm/music/GEMS+CHONGTHAM"">Read more on Last.fm</a>",520,70
Sardar Ali Takkar,"<a href=""https://www.last.fm/music/Sardar+Ali+Takkar"">Read more on Last.fm</a>",3910,426
Fat Pat,"<a href=""https://www.last.fm/music/Fat+Pat"">Read more on Last.fm</a>",636131,101465
Jignesh Barot,"<a href=""https://www.last.fm/music/Jignesh+Barot"">Read more on Last.fm</a>",3767,753
DBKL,"<a href=""https://www.last.fm/music/DBKL"">Read more on Last.fm</a>",6994,148
Kt Foreign,"<a href=""https://www.last.fm/music/Kt+Foreign"">Read more on Last.fm</a>",180381,14063
Astral Experience,"<a href=""https://www.last.fm/music/Astral+Experience"">Read more on Last.fm</a>",2570,448
Henry Mendez,"<a href=""https://www.last.fm/music/Henry+Mendez"">Read more on Last.fm</a>",242591,37140
Fortíð,"<a href=""https://www.last.fm/music/+noredirect/Fort%C3%AD%C3%B0"">Read more on Last.fm</a>",72501,3385
Brytiago,"Bryan Cancel Santiago, ​ más conocido por su nombre artístico Brytiago, es un cantante y compositor puertorriqueño. En 2014 lanzó su primera canción «Tu estas con el»​ y en 2016, firmó con la discográfica El Cartel Records.​ <a href=""https://www.last.fm/music/Brytiago"">Read more on Last.fm</a>",2680720,170670
São Nunca,"<a href=""https://www.last.fm/music/+noredirect/S%C3%A3o+Nunca"">Read more on Last.fm</a>",29598,487
Yoi Carrera,"<a href=""https://www.last.fm/music/Yoi+Carrera"">Read more on Last.fm</a>",2207,458
Шторм,"<a href=""https://www.last.fm/music/+noredirect/%D0%A8%D1%82%D0%BE%D1%80%D0%BC"">Read more on Last.fm</a>",3210,470
Lick-G,"<a href=""https://www.last.fm/music/Lick-G"">Read more on Last.fm</a>",20654,2141
Ricardo Braga,"<a href=""https://www.last.fm/music/Ricardo+Braga"">Read more on Last.fm</a>",10328,2080
Ira!,"Ira!  Fue un grupo de rock brasileño, formado en 1981, en la ciudad de São Paulo, Brasil.  Su nombre es inspirado en el Ejercito Republicano Irlandés. El grupo anunció su fin en septiembre de 2007.

Nasi - voz
Edgard Scandurra - guitarra e voz
Ricardo Gaspa - baixo
André Jung - bateria <a href=""https://www.last.fm/music/Ira%21"">Read more on Last.fm</a>",3939645,190626
Mr Nigga,"<a href=""https://www.last.fm/music/Mr+Nigga"">Read more on Last.fm</a>",2740,250
Suhgurim,"<a href=""https://www.last.fm/music/Suhgurim"">Read more on Last.fm</a>",473,52
Roy Acuff,"<a href=""https://www.last.fm/music/Roy+Acuff"">Read more on Last.fm</a>",386976,62482
Subversa,"<a href=""https://www.last.fm/music/Subversa"">Read more on Last.fm</a>",2648,326
Gloson,"<a href=""https://www.last.fm/music/Gloson"">Read more on Last.fm</a>",49043,5140
Breno Ruiz,"<a href=""https://www.last.fm/music/Breno+Ruiz"">Read more on Last.fm</a>",3757,556
Rasheed,"<a href=""https://www.last.fm/music/Rasheed"">Read more on Last.fm</a>",8084,1575
Gizeh,"<a href=""https://www.last.fm/music/Gizeh"">Read more on Last.fm</a>",5248,1282
Yid,"<a href=""https://www.last.fm/music/Yid"">Read more on Last.fm</a>",20751,2293
Travis Matte and the Kingpins,"<a href=""https://www.last.fm/music/Travis+Matte+and+the+Kingpins"">Read more on Last.fm</a>",377,99
Forever,"<a href=""https://www.last.fm/music/Forever"">Read more on Last.fm</a>",234238,37518
Joe Blow,"<a href=""https://www.last.fm/music/Joe+Blow"">Read more on Last.fm</a>",81796,7408
FVBIIAN,"<a href=""https://www.last.fm/music/FVBIIAN"">Read more on Last.fm</a>",507,290
Crepitation,"<a href=""https://www.last.fm/music/Crepitation"">Read more on Last.fm</a>",130022,9118
Los Corraleros De Majagual,"El compositor y director artístico, Isaac Villanueva, relata que en 1961 se unieron Calixto Ochoa y Alfredo Gutiérrez hicieron un grupo para presentarlo a Discos Fuentes. Antonio Fuentes, partiendo de esta idea, integró una orquesta como la que hizo Pedrito Alterque en 1912 y que se llamaba Los Corraleros de Astillón. Para 1962 ya presentaban su primera producción musical.
la agrupación inició grabaciones con las voces de Eliseo Herrera, César Castro, Lucho Argaín, Julio Erazo, Nacho Paredes y Tony Zúñiga. <a href=""https://www.last.fm/music/Los+Corraleros+De+Majagual"">Read more on Last.fm</a>",326838,54883
Desmond Jones,"<a href=""https://www.last.fm/music/Desmond+Jones"">Read more on Last.fm</a>",4617,553
Peppino Di Capri,"Peppino Di Capri (n. Nápoles, 27 de julio de 1939), cuyo nombre real es Giuseppe Faiella, es un destacado cantante y compositor italiano y una de las grandes voces de la canción popular romántica de dicho pais.

Di Capri inicia su carrera de cantante, interpretando canciones de jazz y twist; una de sus primeras canciones fue el Saint Tropez Twist que compuso en 1962.

Ganó dos veces el Festival de San Remo, con Un grande amore e niente più (1973) y con Non lo faccio più (1976). <a href=""https://www.last.fm/music/Peppino+Di+Capri"">Read more on Last.fm</a>",256014,46268
The OverAlls,"<a href=""https://www.last.fm/music/The+Overalls"">Read more on Last.fm</a>",6824,382
Trumpet the Harlot,"<a href=""https://www.last.fm/music/Trumpet+the+Harlot"">Read more on Last.fm</a>",1868,160
Misère Record,"<a href=""https://www.last.fm/music/Mis%C3%A8re+Record"">Read more on Last.fm</a>",2682,261
Royce Wood Junior,"<a href=""https://www.last.fm/music/Royce+Wood+Junior"">Read more on Last.fm</a>",262416,50456
Jutha & Small,"<a href=""https://www.last.fm/music/Jutha+&+Small"">Read more on Last.fm</a>",1643,338
ChildsPlay,"<a href=""https://www.last.fm/music/Childsplay"">Read more on Last.fm</a>",300294,32877
espiritusanto,"<a href=""https://www.last.fm/music/Espiritusanto"">Read more on Last.fm</a>",24340,1309
Mons Lvnae,"<a href=""https://www.last.fm/music/Mons+Lvnae"">Read more on Last.fm</a>",6860,821
ChaMane,"<a href=""https://www.last.fm/music/Chamane"">Read more on Last.fm</a>",12030,1494
Don Elway,"<a href=""https://www.last.fm/music/Don+Elway"">Read more on Last.fm</a>",2772,659
Lacrimae Mortalium,"<a href=""https://www.last.fm/music/Lacrimae+Mortalium"">Read more on Last.fm</a>",536,95
Calamity,"<a href=""https://www.last.fm/music/Calamity"">Read more on Last.fm</a>",38941,5313
Saintorment,"<a href=""https://www.last.fm/music/Saintorment"">Read more on Last.fm</a>",9332,303
HD,"<a href=""https://www.last.fm/music/Hd"">Read more on Last.fm</a>",108592,11531
UnderWHAT?,"<a href=""https://www.last.fm/music/UnderWHAT%3F"">Read more on Last.fm</a>",82603,3388
Sergio Dalma,"Desde que hizo Bailar pegados a miles de personas, Sergio Dalma ha ido consolidando su carrera artística y amoldándose a los cambios de estilo y ritmos que exige su profesión. Hoy es un hombre nuevo que, tras haber superado una dolorosa ruptura sentimental, siente la madurez que otorga la experiencia; un cantante renovado, lleno de vida, que vuelve a cantar al amor sin ningún rencor
Su ronca voz es, quizá su mayor seña de identidad. Simpático <a href=""https://www.last.fm/music/Sergio+Dalma"">Read more on Last.fm</a>",699460,69565
Anoxia,"<a href=""https://www.last.fm/music/Anoxia"">Read more on Last.fm</a>",21746,2392
Babiluzion,"<a href=""https://www.last.fm/music/Babiluzion"">Read more on Last.fm</a>",349,48
Luxley,"<a href=""https://www.last.fm/music/Luxley"">Read more on Last.fm</a>",8501,3598
Bloody Hell,"<a href=""https://www.last.fm/music/Bloody+Hell"">Read more on Last.fm</a>",5270,593
Lil' Flip,"Lil Flip (Wesley Weston, Jr., 3 de marzo de 1981) es un rapero americano nacido en Houston, Texas. Es conocido por su estilo freestyle, y por ser uno de los primeros raperos originarios de Houston en comenzar en el mainstream y ser reconocido en todo el mundo del rap. Lil Flip recibió el título de ""Freestyle King"" del legendario DJ Screw. Ha sido miembro también de Screwed Up Click. <a href=""https://www.last.fm/music/Lil%27+Flip"">Read more on Last.fm</a>",2254706,423182
Agregator,"<a href=""https://www.last.fm/music/Agregator"">Read more on Last.fm</a>",52709,1276
The Ogre,"<a href=""https://www.last.fm/music/The+Ogre"">Read more on Last.fm</a>",2668,394
Ray J,"William Ray Norwood Jr. (nacido el 17 de enero de 1981 en McComb, Misisipi), es un cantante de R&B y actor afroamericano, conocido profesionalmente como Ray-J y hermano de la también cantante Brandy Norwood. Hijo del manager Sonja Norwood, Ray-J ha tenido una carrera musical de menor éxito que surgió a finales de los 90 y que actualmente la trabaja bajo su propio sello discográfico, Knockout Entertainment, una empresa conjunta con Sanctuary Records Group. <a href=""https://www.last.fm/music/Ray+J"">Read more on Last.fm</a>",3424435,653178
Ritesh Pandey,"<a href=""https://www.last.fm/music/Ritesh+Pandey"">Read more on Last.fm</a>",10194,2483
Jignesh Kaviraj,"<a href=""https://www.last.fm/music/Jignesh+Kaviraj"">Read more on Last.fm</a>",1886,401
Gigolo,"<a href=""https://www.last.fm/music/Gigolo"">Read more on Last.fm</a>",11508,1865
Stonecutters,"<a href=""https://www.last.fm/music/Stonecutters"">Read more on Last.fm</a>",14065,1957
Rico Recklezz,"<a href=""https://www.last.fm/music/Rico+Recklezz"">Read more on Last.fm</a>",95377,7776
Mobi Dixon,"<a href=""https://www.last.fm/music/Mobi+Dixon"">Read more on Last.fm</a>",29464,4367
Nephilim,"<a href=""https://www.last.fm/music/Nephilim"">Read more on Last.fm</a>",28289,4848
BeatBoy,"<a href=""https://www.last.fm/music/Beatboy"">Read more on Last.fm</a>",9645,1345
MN MC,"<a href=""https://www.last.fm/music/MN+MC"">Read more on Last.fm</a>",6330,1587
Ritual Kannabis,"<a href=""https://www.last.fm/music/Ritual+Kannabis"">Read more on Last.fm</a>",4143,194
Hira,"HIRA comenzó a gestarse hacia 1998 en Oiartzun (Gipuzkoa) primeramente con el nombre de ANGAR. Los fundadores del grupo Ibai y Alain llevaban bastante tiempo tocando juntos antes de que Urtzi se uniera al grupo. Casi, al mismo tiempo de comenzar Urtzi a ensayar con ellos consiguieron que el Ayuntamiento de Oiartzun les dejase un local de ensayo. Mas tarde, unos 6 meses, Borja se unió al grupo, dando por cerrado el mismo.

Cuando llevaban un año tocando los cuatro juntos <a href=""https://www.last.fm/music/Hira"">Read more on Last.fm</a>",167604,31324
Pilotox,"<a href=""https://www.last.fm/music/Pilotox"">Read more on Last.fm</a>",298,48
Scotty,"<a href=""https://www.last.fm/music/Scotty"">Read more on Last.fm</a>",1014987,165661
Nova,"Hay al menos 13 artistas con el nombre 'Nova':

1. Un grupo de rock progresivo finlandés.
2. Un artista de rap finlandés.
3. Un grupo electrónico holandés.
4. Una banda francesa de rock pop.
5. Un grupo italiano gótico/neo-folk.
6. Un grupo italiano de rock/jazz progresivo.
7. Un grupo americano de jazz fusion.
8. Una banda sueca de dance.
9. Un grupo ruso de pop rock.
10. El alias del productor de música electrónica L-Vee (también conocido como Airwave) <a href=""https://www.last.fm/music/Nova"">Read more on Last.fm</a>",5568701,458988
Cheka,"David Lozada ""Cheka"" El exitoso y muy talentoso Rapero/Productor y arreglista musical David Lozada Santiago, mejor conocido en el mundo artístico como "" CHEKA "" tuvo una trayectoria muy rara y muy interesante. El joven talento comenzó con el hambre de ser reconocido por la música en la edad temprana de solo 10 años, el cual se presentaba en marquesinas y fiestas locales de su pueblo Guayama en P.R. Su Nombre artístico ""Cheka"" fue a luz cuando <a href=""https://www.last.fm/music/Cheka"">Read more on Last.fm</a>",204621,47767
Bone Thugs-N-Harmony,"Bone Thugs-N-Harmony es un grupo de rap formado en Ohio, Cleveland, en 1993, conocido por su peculiar estilo a la hora de rapear y sus voces armónicas. Bone Thugs-N-Harmony es uno de los grupos de rap que más ventas ha tenido en toda la historia. Tuvieron un gran éxito en 1996 con el single ""Tha Crossroads"", con el que incluso ganaron un Grammy. Es el único grupo que ha trabajado con Tupac, Notorious B.I.G., Big Pun y Eazy-E en vida.


El grupo se formó alrededor de 1990. <a href=""https://www.last.fm/music/Bone+Thugs-N-Harmony"">Read more on Last.fm</a>",19018667,1303081
Erick Daulet,"Erick Damian Aulet Santa, mejor conocido como “Erick Daulet”. Durante sus años de adolescencia sucumbe a los afanes y leyes de este mundo, desviándose de esta forma del camino que Dios tenía trazado para su vida.

En el proceso de apartarse de su mal camino, y junto al deseo de retomar su vida en Dios reconoce la necesidad de herrramientas prácticas y buenos ejemplos a seguir. Por esta razón Daulet decide hacer música urbana con contenido real, constructivo y a la vez con base Cristocéntrica. <a href=""https://www.last.fm/music/Erick+Daulet"">Read more on Last.fm</a>",817,105
Devouring,"A  finales  de 2011, y tras  la  disolución de la  banda Thrudheim, conjunto ubicado en Inca  y  conocido  en  la  escena  por  su  característico  death  metal de  temática  vikinga  con toques  melódicos, surge  de  mano de  Biel Marín, guitarrista  y  antiguo  miembro de  la banda, la  idea  de crear un grupo de death metal, directo y con grupos como Edge of Sanity  o  Funebrarum  por  bandera,  un  sonido  crudo,  directo  y  lleno  de  matices. <a href=""https://www.last.fm/music/Devouring"">Read more on Last.fm</a>",4309,354
Yofu,"<a href=""https://www.last.fm/music/Yofu"">Read more on Last.fm</a>",49046,5211
Trez3,"<a href=""https://www.last.fm/music/Trez3"">Read more on Last.fm</a>",4589,1107
Sandro e Cícero,"<a href=""https://www.last.fm/music/Sandro+e+C%C3%ADcero"">Read more on Last.fm</a>",39287,9523
Iran Costa,"<a href=""https://www.last.fm/music/Iran+Costa"">Read more on Last.fm</a>",23127,5972
